name,code,url,description,price,type,panel,powersupply,width,depth,height,weight,trays,traysize,distancebetweentrays,voltage,electricpower,frequency,consumption,performance,performancetimes,features,featuredescription
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0621-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0621-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","11,500.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860 mm,1145 mm,842 mm,120 kg,6,GN 2/1,77 mm,380-415V 3N~ / 220-240V 3~,"20,5 kW",50 / 60 Hz,86.4 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0621-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0621-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","12,850.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,860 mm,1145 mm,842 mm,155 kg,6,GN 2/1,77 mm,220-240V 1N~,1 kW,50 / 60 Hz,108 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-06EU-EPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-06eu-eprm/,BAKERTOP MIND.Maps PLUSis the intelligent and self-cleaning combi oven for bakery and confectionery. Automatic baking cycles and intelligent functions for always impeccable results.,"8,000.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860 mm,967 mm,842 mm,112 kg,6,600x400,80 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,14 kW,50 / 60 Hz,13.4 kWh/day,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof sponge cake,Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","16 minutes,18 minutes,25 minutes,45 minutes,30 minutes,20 minutes,18 minutes,13 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-06EU-GPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-06eu-gprm/,BAKERTOP MIND.Maps PLUSis the intelligent and self-cleaning combi oven for bakery and confectionery. Automatic baking cycles and intelligent functions for always impeccable results.,"8,700.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,860 mm,967 mm,842 mm,126 kg,6,600x400,80 mm,220-240V 1N~,1 kW,50 / 60 Hz,16.7 kWh/day,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof sponge cake,Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","16 minutes,18 minutes,25 minutes,45 minutes,30 minutes,20 minutes,18 minutes,13 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP ONE,XEBC-06EU-E1RM,https://unox.com/en_fr/ovens/bakertop-mindmaps-one-xebc-06eu-e1rm/,BAKERTOP MIND.Maps ONEis the combi oven for pastry and bread making: perfect and uniform baking with any foodload. Intuitive programming and possibility to memorize 364 cooking processes.,"5,850.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860 mm,967 mm,842 mm,103 kg,6,600x400,80 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"10,1 kW",50 / 60 Hz,14.5 kWh/day,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","18 minutes,20 minutes,27 minutes,48 minutes,22 minutes,20 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro MASTER,XEFR-06EU-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-06eu-emrv/,"BAKERLUX SHOP.ProMASTERputs the exclamation mark on cooking performance, advanced possibilities of automatic programs, artificial intelligence and internet connection. All this within your commercial space.","4,960.00",Commercial convection ovens with humidity,"7"" Touch control panel",Electric,800 mm,811 mm,682 mm,72 kg,6,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"10,3 kW",50 / 60 Hz,17.5 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,AUTO.Matic,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Automatic door opening.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-06EU-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-06eu-etrv/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","4,400.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,682 mm,72 kg,6,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"10,3 kW",50 / 60 Hz,17.5 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-06EU-ETRV-MT,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-06eu-etrv-mt/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","4,050.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,682 mm,72 kg,6,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"10,3 kW",50 / 60 Hz,17.5 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro LED,XEFR-06EU-ELRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-06eu-elrv/,BAKERLUX SHOP.ProLEDis the perfect solution for users looking for an easy-to-use tool that can also provide answers to the needs of pastry.,"3,700.00",Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800 mm,811 mm,682 mm,72 kg,6,600x400,75 mm,380-415V 3N~ / 220-240V 3~,1033 kW,50 / 60 Hz,17.5 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
BAKERLUX SHOP.Pro GO,XEFR-06EU-EGRN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-06eu-egrn/,BAKERLUX SHOP.Pro GOis a tireless convection oven designed to efficiently bake frozen croissants and bread.,"3,300.00",Commercial convection ovens,Control panel with 7-segment display,Electric,800 mm,811 mm,682 mm,72 kg,6,600x400,75 mm,380-415V 3N~ / 220-240V 3~,"10,3 kW",50 / 60 Hz,17.5 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,AIR.Plus","Extracting humidity for maximum flavour.,Transmit, unite, transform."
BAKERLUX & LINEMISS MANUAL,XB693,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xb693/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"3,600.00",Commercial convection ovens with humidity,Knob,Electric,860 mm,882 mm,932 mm,86 kg,6,600x400,80 mm,380-415V 3N~ / 220-240V 3~,"10,5 kW",50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
BAKERLUX & LINEMISS MANUAL,XB613G,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xb613g/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"4,750.00",Commercial convection ovens with humidity,Knob,Gas,860 mm,882 mm,1144 mm,100 kg,6,600x400,80 mm,220-240V 1~,"0,7 kW",50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
CHEFTOP-X Digital.ID,XEDA-0611-EXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0611-exrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","10,750.00",Commercial countertop combi ovens,"16"" Touch control panel",Electric,750 mm,841 mm,789 mm,114 kg,6,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"11,6 kW",50 / 60 Hz,27.4 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-0611-GXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0611-gxrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","12,800.00",Commercial countertop combi ovens,"16"" Touch control panel",Gas,750 mm,841 mm,789 mm,132 kg,6,GN 1/1,67 mm,220-240V 1~,"1,4 kW",50 / 60 Hz,34.2 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-0621-EXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0621-exrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","16,400.00",Commercial countertop combi ovens,"16"" Touch control panel",Electric,860 mm,1180 mm,849 mm,150 kg,6,GN 2/1,77 mm,380-415V 3N~ / 220-240V 3~,"23,1 kW",50 / 60 Hz,91 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-0621-GXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0621-gxrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.","19,050.00",Commercial countertop combi ovens,"16"" Touch control panel",Gas,860 mm,1180 mm,849 mm,168 kg,6,GN 2/1,77 mm,220-240V 1~,"1,4 kW",50 / 60 Hz,113.6 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0711-EPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0711-eprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","8,400.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,843 mm,86 kg,7,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"11,7 kW",50 / 60 Hz,,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0711-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0711-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","7,950.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,843 mm,86 kg,7,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"11,7 kW",50 / 60 Hz,29.4 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0711-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0711-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","8,600.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,750 mm,783 mm,843 mm,104 kg,7,GN 1/1,67 mm,220-240V 1N~,1 kW,50 / 60 Hz,36.7 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0711-GPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0711-gprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","9,050.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,750 mm,783 mm,843 mm,104 kg,7,GN 1/1,67 mm,220-240V 1N~,1 kW,50 / 60 Hz,,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ONE,XEVC-0711-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-xevc-0711-e1rm/,"CHEFTOP MIND.MapsONEis the combined oven with which you can realize all your ambitions. Grills, fries, roasts, cook with steam and much more. In a simple and intuitive way. As you like.","6,000.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,843 mm,82 kg,7,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"11,7 kW",50 / 60 Hz,34.7 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roasted chickens (1.3kg),Full loadof sea bass fillet (0.3kg),Full loadof frozen demi-baguettes","7 minutes,10 minutes,26 minutes,28 minutes,41 minutes,12 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ZERO,XEVC-0711-EZRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-zero-xevc-0711-ezrm/,"CHEFTOP MIND.MapsZEROis the combi oven that features everything that is essential and nothing that is superfluous. Simple to use, solid and efficient.","4,450.00",Commercial countertop combi ovens,Control panel with 7-segment display,Electric,750 mm,783 mm,843 mm,72 kg,7,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"11,7 kW",50 / 60 Hz,39.3 kWh/day,"Full loadof roasted potatoes,Full loadof sea bass fillet (0.3 kg),Full loadof fried eggs,Full loadof yellow curry chicken,Full loadof steamed potatoes,Full loadof steamed rice,Full loadof frozen demi-baguettes,Full loadof frozen croissant","35 minutes,12 minutes,3 minutes,50 minutes,28 minutes,26 minutes,14 minutes,22 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
CHEFLUX MANUAL,XV593,https://unox.com/en_fr/ovens/cheflux-manual-xv593/,CHEFLUXovens with analog control is aimed at professionals that require a highly productive oven with nothing superfluous. The perfect combination of maximum production capacity and minimum investment.,"3,600.00",Commercial convection ovens with humidity,Knob,Electric,860 mm,882 mm,932 mm,86 kg,7,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"10,5 kW",50 / 60 Hz,,"30 kgbaked potatoes,6 pcsroast chicken,240 servings lasagna Bolognese,36 kgsteamed spinach,30 kgsteamed rice,300 servingssoft goulash","30 minutes,35 minutes,40 minutes,15 minutes,25 minutes,3 hours",,
CHEFLUX MANUAL,XV513G,https://unox.com/en_fr/ovens/cheflux-manual-xv513g/,CHEFLUXovens with analog control is aimed at professionals that require a highly productive oven with nothing superfluous. The perfect combination of maximum production capacity and minimum investment.,"4,750.00",Commercial convection ovens with humidity,Knob,Gas,860 mm,882 mm,1144 mm,100 kg,7,GN 1/1,67 mm,220-240V 1~,"0,7 kW",50 / 60 Hz,,"30 kgbaked potatoes,6 pcsroast chicken,240 servings lasagna Bolognese,36 kgsteamed spinach,30 kgsteamed rice,300 servingssoft goulash","30 minutes,35 minutes,40 minutes,15 minutes,25 minutes,3 hours",,
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-1011-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-1011-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","10,600.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,1010 mm,98 kg,10,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~,"18,5 kW",50 / 60 Hz,36.6 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
